Prowess_company_code,Company,year,roa,tq,DebtToEquity,SalesGrowth,FirmAge,NumPlants,Num_of_supplier,Num_of_supp_countries,Num_of_product,Num_of_plant,Num_of customers,SCC1,SCC2,SCC3,SCC4,SCC5,SCC6
110698,Jubilant Life Sciences Ltd.,2013,0.15,1.18,1.91,0.1662890801993657,35.0,5.0,6,3,7,5,6,13,13,13,13,20,20
110698,Jubilant Life Sciences Ltd.,2015,1.39,3.22,0.9,-0.1726204062999315,37.0,5.0,6,3,7,5,7,13,14,13,14,19,19
115512,K D D L Ltd.,2012,-0.61,1.94,1.15,-0.0502401536983668,24.0,4.0,6,1,9,4,14,12,13,10,11,18,19
115512,K D D L Ltd.,2013,2.75,1.39,1.2,0.1665823809042177,25.0,4.0,6,1,8,4,14,12,13,10,11,18,19
115512,K D D L Ltd.,2014,4.25,4.16,1.03,0.1339517946939483,26.0,4.0,6,1,8,4,7,12,12,10,10,17,18
119333,Kesoram Industries Ltd.,2014,9.12,3.6,0.41,-0.0487184504010956,24.0,5.0,6,1,11,5,5,12,12,12,11,17,18
121140,Kirloskar Electric Co. Ltd.,2012,3.01,1.58,0.34,0.0626474329010446,92.0,5.0,6,1,4,5,4,10,10,10,10,14,14
130248,Lumax Industries Ltd.,2016,5.4,3.21,0.37,0.0149001088170237,35.0,8.0,6,2,7,8,19,13,13,12,12,21,19
132572,M R F Ltd.,2015,18.95,2.59,0.29,0.5128364232357385,55.0,8.0,6,2,3,8,1,10,9,10,9,14,14
132572,M R F Ltd.,2016,10.3,2.57,0.24,-0.3347638574788242,56.0,8.0,6,2,5,8,1,11,10,10,10,15,14
135716,Maharashtra Seamless Ltd.,2012,6.07,0.86,0.03,-0.2460279703071812,24.0,3.0,6,3,4,3,2,10,9,10,10,15,15
137511,Malu Paper Mills Ltd.,2016,1.67,2.61,4.55,0.096930739432123,22.0,1.0,6,1,3,1,1,7,7,6,6,8,8
138385,Mangalore Refinery & Petrochemicals Ltd.,2014,-4.65,1.98,1.7,-0.1705559576976892,26.0,1.0,6,1,4,1,5,8,8,7,7,11,12
85649,Morganite Crucible (India) Ltd.,2012,11.4,2.16,0.0,0.0275251606644839,27.0,1.0,6,2,2,1,9,10,9,9,9,13,13
149616,Motherson Sumi Systems Ltd.,2016,13.18,8.54,0.22,0.1902504731538474,30.0,14.0,6,4,5,14,60,14,13,13,13,21,19
150968,Munjal Showa Ltd.,2015,9.93,1.79,0.0,-0.0840275364106244,30.0,3.0,6,2,3,3,6,10,9,10,10,15,13
150968,Munjal Showa Ltd.,2016,8.19,1.54,0.0,-0.0265739658369696,31.0,3.0,6,2,5,3,6,11,10,11,11,16,13
155529,National Aluminium Co. Ltd.,2015,4.06,0.77,0.0,-0.0799413752288844,34.0,2.0,6,1,6,2,1,8,7,7,7,11,10
163701,Omax Autos Ltd.,2012,2.36,0.47,0.91,-0.130424946802118,29.0,8.0,6,1,7,8,38,12,13,12,13,19,19
163701,Omax Autos Ltd.,2013,-0.97,0.34,0.77,-0.098622809014341,30.0,8.0,6,1,7,8,43,12,12,12,12,19,19
163701,Omax Autos Ltd.,2014,-0.04,0.59,0.64,0.0276171836245073,31.0,8.0,6,1,6,8,29,12,11,12,12,18,18
163701,Omax Autos Ltd.,2016,-0.22,0.72,0.76,0.0080876620316823,33.0,8.0,6,1,5,8,30,12,11,12,12,17,16
164456,Opto Circuits (India) Ltd.,2013,1.69,0.46,0.59,-0.6241973543081873,21.0,2.0,6,3,1,2,3,10,11,10,11,14,13
164629,Orchid Pharma Ltd.,2012,-12.23,0.71,6.99,0.0958060572825627,20.0,1.0,6,4,4,1,4,10,10,10,9,15,15
169324,Panacea Biotec Ltd.,2012,-12.5,2.45,4.91,-0.1462802569691408,28.0,2.0,6,5,7,2,4,11,12,11,12,18,18
192422,Ram Ratna Wires Ltd.,2013,3.26,0.7,1.87,0.0177796480892138,21.0,2.0,6,1,5,2,6,9,10,9,10,14,14
134435,Ramco Cements Ltd.,2012,6.51,2.44,1.13,0.2178675940687033,55.0,18.0,6,1,6,18,9,12,12,12,12,17,17
134435,Ramco Cements Ltd.,2015,7.27,3.11,0.71,0.0034793055522837,58.0,18.0,6,1,6,18,7,11,12,11,12,17,17
134435,Ramco Cements Ltd.,2016,8.99,3.76,0.39,0.0762887130358438,59.0,18.0,6,1,9,18,7,12,13,12,13,18,18
194371,Rashtriya Chemicals & Fertilizers Ltd.,2014,6.12,1.37,0.72,0.1689852730816836,36.0,3.0,6,2,33,3,1,11,10,9,9,16,15
194371,Rashtriya Chemicals & Fertilizers Ltd.,2016,2.01,0.9,0.61,0.965757862462148,38.0,3.0,6,2,19,3,1,11,10,9,9,16,14
195517,Raymond Ltd.,2012,-2.2,2.64,1.31,0.0827210499874404,87.0,3.0,6,1,10,3,3,11,11,9,9,16,15
323683,Rohit Ferro-Tech Ltd.,2012,1.98,0.41,1.66,0.3487293309445285,12.0,3.0,6,1,9,3,24,12,12,11,11,17,17
323683,Rohit Ferro-Tech Ltd.,2013,-7.83,0.16,3.29,0.0976051374687474,13.0,3.0,6,1,8,3,24,12,12,11,11,17,16
323683,Rohit Ferro-Tech Ltd.,2014,-11.83,0.32,10.02,-0.2363048413392792,14.0,3.0,6,1,8,3,24,12,11,11,11,17,16
201184,Rushil Decor Ltd.,2012,1.51,5.24,1.76,0.1958268452195577,19.0,2.0,6,3,6,2,5,11,12,11,12,17,17
208224,Saint-Gobain Sekurit India Ltd.,2014,6.42,4.31,0.0,0.2808506989108996,39.0,1.0,6,3,4,1,3,10,8,8,7,14,11
210673,Sanghvi Forging & Engg. Ltd.,2015,-4.5,1.9,2.95,-0.2269059248248035,26.0,1.0,6,2,4,1,42,10,11,10,11,15,15
231916,Southern Petrochemical Inds. Corpn. Ltd.,2012,-8.6,4.01,1.47,-0.1485148108471961,43.0,1.0,6,1,5,1,11,10,10,9,9,13,14
238381,Suditi Industries Ltd.,2012,1.6,0.45,0.48,0.2614051094890512,21.0,1.0,6,1,5,1,10,10,10,9,10,13,13
238381,Suditi Industries Ltd.,2013,1.65,1.38,0.66,0.1226039783001806,22.0,1.0,6,1,4,1,10,9,9,8,9,12,12
238381,Suditi Industries Ltd.,2014,2.0,1.46,0.69,0.1261275773195878,23.0,1.0,6,1,4,1,10,9,9,8,9,12,13
238381,Suditi Industries Ltd.,2015,0.63,1.66,0.84,0.1526248033185522,24.0,1.0,6,1,5,1,10,9,9,8,9,12,13
238381,Suditi Industries Ltd.,2016,3.78,3.4,0.84,0.0121618267560188,25.0,1.0,6,1,5,1,11,10,9,9,9,12,13
240069,Sundaram-Clayton Ltd.,2014,6.64,8.98,1.01,0.1075236016925951,52.0,4.0,6,3,2,4,9,12,10,11,10,17,17
240069,Sundaram-Clayton Ltd.,2015,13.05,9.83,0.89,0.0790689134027318,53.0,4.0,6,3,4,4,10,12,10,11,10,18,17
241501,Super Sales India Ltd.,2012,4.93,0.88,1.28,0.2911861614497528,31.0,6.0,6,1,8,6,3,12,11,12,11,16,17
241501,Super Sales India Ltd.,2013,7.14,0.66,0.89,0.1689526847421585,32.0,6.0,6,1,8,6,3,12,12,12,12,16,17
241501,Super Sales India Ltd.,2014,6.97,0.93,0.6,0.0121429870838638,33.0,6.0,6,1,8,6,3,12,12,12,12,16,17
241501,Super Sales India Ltd.,2015,8.28,1.28,0.43,0.0459671983823861,34.0,6.0,6,1,8,6,2,10,11,10,11,15,16
384093,Tijaria Polypipes Ltd.,2012,0.56,0.22,0.6,0.3456840808785795,6.0,1.0,6,1,5,1,4,9,7,9,8,12,10
384093,Tijaria Polypipes Ltd.,2013,-6.77,0.14,0.83,-0.1288231256197085,7.0,1.0,6,1,3,1,4,8,6,8,7,10,8
384093,Tijaria Polypipes Ltd.,2014,-8.97,0.11,0.89,-0.3575555944668185,8.0,1.0,6,1,3,1,4,8,6,8,7,10,8
384093,Tijaria Polypipes Ltd.,2015,-10.49,0.19,1.17,0.2563368765331153,9.0,1.0,6,1,3,1,4,8,6,8,7,10,9
384093,Tijaria Polypipes Ltd.,2016,-15.54,0.29,2.03,-0.2822431934049245,10.0,1.0,6,1,3,1,4,8,7,8,7,10,9
251194,Timken India Ltd.,2014,9.93,7.82,0.01,0.2756599404565001,27.0,2.0,6,2,5,2,1,9,10,9,10,13,12
251194,Timken India Ltd.,2015,10.43,7.35,0.01,0.1514085967969463,28.0,2.0,6,2,8,2,1,9,10,8,9,14,14
142526,United Spirits Ltd.,2016,2.57,15.33,2.09,0.0833724332670766,17.0,24.0,6,3,3,24,4,12,12,11,11,17,18
258271,Universal Cables Ltd.,2014,-5.74,0.94,3.33,0.1126822736569501,69.0,2.0,6,2,6,2,3,10,10,10,10,15,14
129223,Uttam Value Steels Ltd.,2014,-0.76,2.05,4.83,-0.3637946638999731,44.0,1.0,6,1,7,1,11,10,9,9,9,14,13
261277,Vadilal Industries Ltd.,2014,0.03,3.16,2.82,0.1108031750302704,32.0,3.0,6,1,4,3,7,10,10,8,9,14,14
264457,Venky'S (India) Ltd.,2015,2.63,1.22,1.78,0.2259535822401612,39.0,12.0,6,2,19,12,4,13,11,12,11,20,19
369474,Visa Steel Ltd.,2013,-4.3,0.45,6.57,0.97878237248316,17.0,2.0,6,3,11,2,5,12,12,11,11,18,18
271515,Welspun India Ltd.,2015,11.96,4.83,1.35,0.0948105836072641,30.0,2.0,6,2,6,2,11,11,13,10,11,16,18
272097,Whirlpool Of India Ltd.,2015,10.78,7.66,0.0,0.0690806545061135,55.0,3.0,6,3,10,3,1,12,11,11,10,17,16
21420,A B B India Ltd.,2014,2.39,9.69,0.13,-0.0048628911144267,65.0,7.0,5,2,8,7,54,14,13,13,13,21,21
21420,A B B India Ltd.,2015,3.14,7.88,0.2,0.0629883129763597,66.0,7.0,5,2,8,7,100,13,13,12,12,21,21
6923,Ador Welding Ltd.,2016,4.28,1.74,0.15,0.0711546560858289,65.0,4.0,5,2,8,4,4,12,13,11,12,18,18
11599,Alok Industries Ltd.,2012,3.53,0.22,3.15,1.218427146707989,26.0,9.0,5,4,7,9,7,13,14,13,13,22,21
86607,Ambuja Cements Ltd.,2014,9.14,3.51,0.0,0.0844228437716241,33.0,16.0,5,2,5,16,1,11,10,11,11,16,15
14268,Amtek Auto Ltd.,2014,2.44,0.76,1.52,0.3084408057283285,26.0,11.0,5,3,2,11,79,13,12,13,13,19,19
24976,Automotive Axles Ltd.,2013,2.38,1.27,0.18,-0.3180354490178168,32.0,3.0,5,2,5,3,13,11,11,12,12,18,16
28920,Bajaj Electricals Ltd.,2012,2.08,2.81,0.23,0.0870868184461242,74.0,3.0,5,2,6,3,7,11,11,10,9,17,16
32433,Berger Paints India Ltd.,2014,11.03,10.52,0.22,0.12713737814947,91.0,10.0,5,3,2,10,4,12,11,12,12,17,16
34035,Bharati Defence & Infrastructure Ltd.,2012,-6.51,0.37,8.91,1.198148085337313,36.0,5.0,5,4,3,5,1,10,10,10,10,15,15
26633,Bilcare Ltd.,2012,0.43,0.52,1.43,-0.0334440605899547,25.0,1.0,5,4,5,1,3,10,11,11,11,16,16
42306,Caprihans India Ltd.,2012,4.89,0.63,0.0,0.1466647729962598,66.0,2.0,5,3,3,2,4,9,9,9,9,14,15
42306,Caprihans India Ltd.,2013,3.42,0.46,0.0,0.0977664010569341,67.0,2.0,5,3,3,2,4,9,9,9,9,14,14
42306,Caprihans India Ltd.,2014,4.52,0.98,0.0,0.0433261875211552,68.0,2.0,5,3,3,2,4,10,9,9,9,14,14
42306,Caprihans India Ltd.,2015,3.32,0.98,0.0,-0.0532785407880032,69.0,2.0,5,3,6,2,4,11,11,10,9,16,16
42306,Caprihans India Ltd.,2016,4.26,0.97,0.0,-0.0252827171305639,70.0,2.0,5,3,6,2,4,11,10,10,10,16,14
42443,Carborundum Universal Ltd.,2013,6.83,3.76,0.16,0.0502411068191572,59.0,14.0,5,2,6,14,1,10,10,10,10,16,16
42974,Castrol India Ltd.,2012,29.64,22.71,0.0,0.0562612302094045,33.0,3.0,5,4,4,3,15,11,11,10,10,19,17
42974,Castrol India Ltd.,2015,37.2,37.97,0.0,-0.018305038234523,36.0,3.0,5,2,5,3,9,11,9,9,8,16,14
42974,Castrol India Ltd.,2016,36.58,17.19,0.0,0.0397211656533589,37.0,3.0,5,2,5,3,11,12,10,10,9,16,14
43155,Ceat Ltd.,2013,7.86,1.21,1.19,0.10225299405395,55.0,4.0,5,4,4,4,1,9,10,10,11,16,16
43155,Ceat Ltd.,2014,8.45,2.21,0.48,0.0400437525437527,56.0,4.0,5,4,4,4,1,10,10,9,11,16,16
41136,Centum Electronics Ltd.,2012,-3.84,1.03,0.44,0.0121381886087768,19.0,1.0,5,3,6,1,7,11,12,10,10,16,16
41136,Centum Electronics Ltd.,2016,7.19,4.37,0.8,0.167471536863055,23.0,1.0,5,4,6,1,10,12,11,10,10,17,17
43681,Century Extrusions Ltd.,2015,1.23,0.65,0.92,-0.0428498727735369,27.0,1.0,5,1,5,1,2,7,6,6,6,10,8
62538,Donear Industries Ltd.,2012,-0.24,1.36,4.74,0.0623890640315787,25.0,4.0,5,1,5,4,2,8,9,8,8,14,14
62538,Donear Industries Ltd.,2015,1.06,2.18,3.53,0.0081069493705421,28.0,4.0,5,1,6,4,3,10,10,9,9,15,15
62538,Donear Industries Ltd.,2016,2.04,3.87,3.05,-0.0350860235839938,29.0,4.0,5,1,9,4,1,10,10,9,9,14,15
64529,E I D-Parry (India) Ltd.,2013,-0.07,1.93,1.55,-0.0981679545820661,38.0,12.0,5,1,9,12,2,10,11,10,10,16,17
66185,Eimco Elecon (India) Ltd.,2015,38.71,18.0,0.01,1.1017474946770336,33.0,1.0,5,1,13,1,6,10,10,8,8,15,15
69565,Essel Propack Ltd.,2014,4.93,2.67,0.82,0.1334341651962018,32.0,8.0,5,2,5,8,6,12,11,12,12,19,17
69565,Essel Propack Ltd.,2016,6.82,6.08,0.31,0.0778029237262218,34.0,8.0,5,2,3,8,6,11,10,11,11,17,15
343066,Excel Crop Care Ltd.,2016,8.35,4.25,0.0,0.0869058762350494,52.0,3.0,5,2,8,3,6,12,13,11,12,18,18
377405,Fineotex Chemical Ltd.,2012,8.02,0.67,0.11,0.2497916087802167,8.0,1.0,5,1,2,1,14,8,8,9,9,12,12
377405,Fineotex Chemical Ltd.,2013,8.27,0.42,0.06,0.3099155180080035,9.0,1.0,5,1,1,1,14,8,8,9,9,12,12
377405,Fineotex Chemical Ltd.,2014,13.85,3.17,0.03,0.2109640190088253,10.0,1.0,5,1,1,1,14,9,8,9,9,12,12
377405,Fineotex Chemical Ltd.,2015,16.56,4.96,0.04,0.0510161177295023,11.0,1.0,5,1,5,1,14,9,10,8,9,13,13
377405,Fineotex Chemical Ltd.,2016,19.76,3.45,0.01,0.0950793439125217,12.0,1.0,5,1,5,1,14,10,10,9,9,13,12
74386,Forbes & Co. Ltd.,2012,-8.66,4.98,0.96,0.0970191696497273,93.0,2.0,5,2,14,2,15,11,11,10,10,19,18
74386,Forbes & Co. Ltd.,2013,-6.94,4.76,1.09,-0.0842304290811503,94.0,2.0,5,2,14,2,17,11,11,10,10,19,19
74770,Foseco India Ltd.,2012,15.37,4.0,0.11,0.0726885284716467,54.0,2.0,5,3,6,2,1,9,10,9,10,14,14
74770,Foseco India Ltd.,2013,12.13,3.67,0.09,-0.0759298090718464,55.0,2.0,5,3,4,2,1,8,9,8,9,13,13
74770,Foseco India Ltd.,2014,14.86,8.15,0.06,0.1528723277200525,56.0,2.0,5,3,6,2,3,11,10,10,10,16,16
86729,G H C L Ltd.,2012,4.04,0.36,1.11,0.1323091229052513,29.0,8.0,5,2,7,8,26,12,12,13,13,21,21
76683,G M M Pfaudler Ltd.,2013,7.91,1.02,0.0,0.1754347468319708,51.0,1.0,5,2,4,1,4,8,8,8,8,13,13
81580,Gillette India Ltd.,2016,20.33,14.09,0.0,0.0070733465489278,32.0,2.0,5,3,4,2,1,9,10,7,8,12,13
375672,Globus Spirits Ltd.,2012,5.16,1.21,0.56,-0.037429940947544,19.0,5.0,5,2,9,5,3,12,11,13,12,18,17
375672,Globus Spirits Ltd.,2013,1.34,0.73,0.62,0.0334530128004995,20.0,5.0,5,2,6,5,3,11,10,12,11,17,17
375672,Globus Spirits Ltd.,2014,0.9,0.65,0.41,0.3352113952539914,21.0,5.0,5,2,6,5,3,12,10,12,11,17,17
85647,Greaves Cotton Ltd.,2016,12.96,3.05,0.0,0.0103128813935426,94.0,2.0,5,1,7,2,3,9,8,8,8,13,12
86189,Grindwell Norton Ltd.,2013,10.43,2.55,0.0,-0.0053619827594643,63.0,5.0,5,3,5,5,4,12,11,12,12,18,17
86640,Gujarat Borosil Ltd.,2013,1.69,0.94,3.5,0.4038853812530354,24.0,1.0,5,1,3,1,4,7,8,7,7,10,10
86640,Gujarat Borosil Ltd.,2014,1.19,3.16,3.03,0.1246799972324086,25.0,1.0,5,1,2,1,4,8,8,8,8,10,10
86640,Gujarat Borosil Ltd.,2015,0.9,10.41,5.67,0.1584127960627499,26.0,1.0,5,1,3,1,2,7,7,6,6,9,9
91512,Havells India Ltd.,2013,15.17,4.46,0.09,0.116251142313837,30.0,8.0,5,2,5,8,1,10,10,10,9,16,14
91512,Havells India Ltd.,2016,12.86,6.58,0.06,0.1413144540076147,33.0,8.0,5,2,8,8,1,12,11,10,10,17,16
93633,Himatsingka Seide Ltd.,2013,-0.41,0.22,0.69,0.1147039802457521,21.0,1.0,5,2,6,1,7,10,10,11,10,15,16
94961,Honda Siel Power Products Ltd.,2014,5.66,2.83,0.0,0.1402101769911503,29.0,1.0,5,2,11,1,8,12,11,10,11,17,17
98442,India Nippon Electricals Ltd.,2016,1.95,0.52,0.0,-0.2077173115235399,63.0,4.0,5,3,4,4,21,12,12,12,12,18,19
15270,International Paper A P P M Ltd.,2012,-1.0,2.39,0.98,1.0734068085643909,48.0,2.0,5,2,2,2,1,7,8,8,9,11,11
103278,J B F Industries Ltd.,2015,1.56,1.19,1.18,-0.1328746742728361,33.0,2.0,5,4,6,2,10,12,10,10,9,18,17
103305,J B M Auto Ltd.,2012,3.25,0.62,1.73,0.1525313910362393,16.0,7.0,5,1,4,7,5,9,9,10,10,16,15
103305,J B M Auto Ltd.,2013,4.74,0.52,1.2,0.2512939808083745,17.0,7.0,5,1,5,7,5,10,10,11,11,16,16
103305,J B M Auto Ltd.,2014,5.2,3.83,1.45,0.0655481192291007,18.0,7.0,5,1,5,7,5,11,10,11,11,16,15
103937,J K Paper Ltd.,2015,1.45,0.79,1.71,0.1424565226163094,55.0,2.0,5,4,1,2,1,9,8,9,9,13,12
103877,J K Tyre & Inds. Ltd.,2014,4.56,2.67,2.39,0.0374243072970823,63.0,4.0,5,3,3,4,10,12,11,12,12,17,18
103877,J K Tyre & Inds. Ltd.,2015,7.04,1.79,1.81,-0.0468092695825975,64.0,4.0,5,3,3,4,17,12,12,12,12,18,18
103877,J K Tyre & Inds. Ltd.,2016,3.32,1.6,2.02,0.0156368635346548,65.0,4.0,5,3,2,4,19,12,12,12,12,18,18
106263,Jain Irrigation Systems Ltd.,2012,0.37,1.45,1.23,-0.0636696679652227,26.0,7.0,5,3,11,7,5,13,14,13,13,22,22
106263,Jain Irrigation Systems Ltd.,2014,0.59,1.34,1.31,0.0235457289332281,28.0,7.0,5,3,11,7,6,14,15,13,14,22,22
106263,Jain Irrigation Systems Ltd.,2015,0.66,1.3,0.8,0.0080507463025907,29.0,7.0,5,2,11,7,6,13,14,13,13,21,21
106263,Jain Irrigation Systems Ltd.,2016,1.53,1.03,0.47,-0.1397978239688209,30.0,7.0,5,2,11,7,9,14,14,14,14,21,21
108250,Jay Ushin Ltd.,2012,1.65,0.94,2.22,0.149299974826204,26.0,4.0,5,3,5,4,3,11,11,12,12,18,16
108555,Jayaswal Neco Inds. Ltd.,2012,0.67,0.35,1.33,-0.0038016913647296,40.0,4.0,5,1,9,4,3,10,10,9,9,16,16
108555,Jayaswal Neco Inds. Ltd.,2013,1.15,0.27,1.72,0.240923251203625,41.0,4.0,5,1,9,4,3,10,10,9,9,16,16
108555,Jayaswal Neco Inds. Ltd.,2014,1.31,0.32,1.85,-0.0526051532510213,42.0,4.0,5,1,10,4,3,11,10,9,9,17,16
108555,Jayaswal Neco Inds. Ltd.,2015,-1.07,0.29,2.08,-0.0069979764887262,43.0,4.0,5,1,10,4,3,11,10,9,9,17,15
108555,Jayaswal Neco Inds. Ltd.,2016,-4.99,0.24,2.87,-0.1483236903072424,44.0,4.0,5,1,4,4,3,9,8,8,8,12,12
214966,Jindal Saw Ltd.,2013,1.71,0.36,0.89,0.00438118953724,29.0,5.0,5,1,8,5,2,10,9,11,10,15,14
214966,Jindal Saw Ltd.,2014,2.72,0.63,0.89,0.1913557194576707,30.0,5.0,5,1,9,5,2,11,10,11,10,15,15
14299,Johnson Controls-Hitachi Air Conditioning India Ltd.,2014,8.18,8.27,0.45,0.4234877225163629,30.0,1.0,5,3,8,1,5,12,10,11,10,16,16
110698,Jubilant Life Sciences Ltd.,2012,-0.57,1.88,1.77,0.1950767969910507,34.0,5.0,5,3,7,5,8,13,15,14,14,20,20
110698,Jubilant Life Sciences Ltd.,2016,1.79,4.88,0.83,-0.0589223939219037,38.0,5.0,5,4,2,5,7,12,13,12,13,18,18
119333,Kesoram Industries Ltd.,2015,18.65,19.63,0.25,-0.0124777183600711,25.0,5.0,5,1,10,5,4,12,12,12,12,17,17
121140,Kirloskar Electric Co. Ltd.,2013,2.66,1.54,0.28,-0.058191992143544,93.0,5.0,5,1,4,5,2,8,8,8,9,13,12
121140,Kirloskar Electric Co. Ltd.,2015,0.57,1.78,0.32,0.010514821142364,95.0,5.0,5,1,5,5,10,11,12,10,11,15,15
27347,Linde India Ltd.,2013,0.08,1.97,1.07,0.0735410587001348,78.0,16.0,5,3,4,16,15,12,13,12,11,20,20
129907,Lovable Lingerie Ltd.,2012,9.5,3.43,0.06,0.1208229868747783,25.0,2.0,5,1,1,2,10,8,10,8,10,12,13
129907,Lovable Lingerie Ltd.,2013,9.53,2.52,0.06,0.0097480693758704,26.0,2.0,5,1,1,2,10,8,10,8,9,12,13
129907,Lovable Lingerie Ltd.,2014,8.73,3.12,0.04,0.0813064192577732,27.0,2.0,5,1,1,2,10,9,10,8,9,12,13
129907,Lovable Lingerie Ltd.,2015,10.08,2.24,0.02,0.1407617832917849,28.0,2.0,5,1,1,2,10,9,9,8,8,12,13
129907,Lovable Lingerie Ltd.,2016,7.04,1.78,0.07,0.003252528332571,29.0,2.0,5,1,3,2,10,9,9,8,9,12,13
285996,M S P Steel & Power Ltd.,2013,1.01,0.26,1.57,0.2887772689220467,45.0,1.0,5,1,21,1,10,10,10,9,9,15,15
285996,M S P Steel & Power Ltd.,2014,-5.08,0.23,2.03,-0.0748227058751604,46.0,1.0,5,1,13,1,10,11,10,10,10,15,15
285996,M S P Steel & Power Ltd.,2015,-9.43,0.27,7.27,-0.1681328212117457,47.0,1.0,5,1,13,1,10,11,9,10,9,15,15
137511,Malu Paper Mills Ltd.,2015,1.11,1.61,8.42,-0.0103218739467475,21.0,1.0,5,1,3,1,1,7,7,6,6,8,8
140097,Marico Ltd.,2014,13.95,8.84,0.12,0.2707388608101819,26.0,9.0,5,5,6,9,2,12,11,11,12,19,19
140097,Marico Ltd.,2016,23.11,11.12,0.04,0.0003033408485346,28.0,9.0,5,3,13,9,2,13,13,12,13,20,20
8392,Metalyst Forgings Ltd.,2015,-0.66,0.27,2.69,-0.0217768581250208,38.0,5.0,5,1,4,5,5,10,9,9,9,14,13
8392,Metalyst Forgings Ltd.,2016,-16.05,0.5,18.11,-0.5280957336108221,39.0,5.0,5,1,4,5,5,10,9,10,9,13,13
149616,Motherson Sumi Systems Ltd.,2014,11.02,17.78,0.26,0.0963540105883529,28.0,14.0,5,3,8,14,57,15,14,14,13,22,22
176967,Navin Fluorine Intl. Ltd.,2016,10.24,3.46,0.0,0.0875585390961417,18.0,3.0,5,2,9,3,2,11,11,11,11,16,17
164456,Opto Circuits (India) Ltd.,2012,10.8,1.85,0.56,0.0440618747573686,20.0,2.0,5,2,1,2,2,7,8,8,9,12,11
164740,Orient Abrasives Ltd.,2012,7.33,0.81,0.23,0.090508086913903,41.0,1.0,5,1,7,1,7,9,9,9,9,14,13
164740,Orient Abrasives Ltd.,2013,3.45,1.46,0.18,-0.0328589263420724,42.0,1.0,5,1,7,1,5,8,9,8,9,13,12
181972,Prism Johnson Ltd.,2012,-1.49,2.35,1.52,0.0628996635498586,20.0,1.0,5,2,2,1,1,7,9,8,9,10,11
182523,Procter & Gamble Hygiene & Health Care Ltd.,2012,14.12,11.24,0.0,0.3024300498275201,48.0,2.0,5,3,7,2,1,9,10,9,10,15,15
182523,Procter & Gamble Hygiene & Health Care Ltd.,2013,22.03,10.53,0.0,0.2176136831820696,49.0,2.0,5,3,7,2,1,9,10,9,10,15,15
192422,Ram Ratna Wires Ltd.,2012,4.43,1.02,2.23,0.2443869869738821,20.0,2.0,5,1,5,2,6,8,9,9,10,14,13
192422,Ram Ratna Wires Ltd.,2014,4.58,1.42,1.69,0.067602139700752,22.0,2.0,5,1,5,2,5,9,9,9,10,13,12
192422,Ram Ratna Wires Ltd.,2015,4.4,1.28,1.58,-0.0314186817708711,23.0,2.0,5,1,4,2,4,8,9,8,9,12,12
192422,Ram Ratna Wires Ltd.,2016,7.77,1.78,1.56,0.1123828564288391,24.0,2.0,5,1,6,2,4,9,10,9,10,13,13
134435,Ramco Cements Ltd.,2014,3.58,3.11,1.03,-0.0319616168710634,57.0,18.0,5,1,6,18,8,12,11,12,12,17,17
195517,Raymond Ltd.,2013,1.33,1.6,1.29,0.0730708813649434,88.0,3.0,5,1,10,3,1,9,9,8,8,14,13
200649,Ruchi Soya Inds. Ltd.,2016,-7.89,0.25,5.09,-0.326052098299585,30.0,21.0,5,3,13,21,3,14,13,13,13,20,20
208224,Saint-Gobain Sekurit India Ltd.,2015,0.73,5.39,0.01,0.0528923406534547,40.0,1.0,5,2,7,1,3,10,8,8,7,14,11
210673,Sanghvi Forging & Engg. Ltd.,2016,-10.97,1.87,6.7,-0.1799203406125532,27.0,1.0,5,2,4,1,43,10,9,10,9,14,15
71439,Schaeffler India Ltd.,2013,9.69,2.72,0.0,-0.0256096467060495,51.0,2.0,5,4,5,2,6,10,10,10,10,18,16
228899,Siyaram Silk Mills Ltd.,2015,7.86,2.31,0.81,0.0652369129998415,37.0,4.0,5,1,7,4,1,9,10,9,10,13,13
228899,Siyaram Silk Mills Ltd.,2016,7.1,2.23,0.51,-0.0212858276306654,38.0,4.0,5,1,4,4,1,8,8,8,9,11,11
237077,Stone India Ltd.,2012,-2.81,0.69,0.91,-0.010220994475138,81.0,2.0,5,3,3,2,3,9,9,9,8,14,13
237919,Subros Ltd.,2014,2.13,1.26,1.32,0.0122448670697836,29.0,4.0,5,2,3,4,11,11,10,11,11,16,15
237919,Subros Ltd.,2016,4.04,2.88,1.16,0.1739405908560876,31.0,5.0,5,3,6,5,16,14,12,14,12,20,18
240069,Sundaram-Clayton Ltd.,2016,9.25,11.45,0.75,-0.0082398523502231,54.0,4.0,5,2,4,4,13,11,10,9,9,16,16
241348,Super Crop Safe Ltd.,2012,2.23,1.19,0.8,0.2969762419006478,25.0,1.0,5,1,84,1,5,9,10,8,8,15,15
241348,Super Crop Safe Ltd.,2013,2.19,0.92,0.79,0.0849292256452955,26.0,1.0,5,1,84,1,5,9,10,8,8,14,15
241348,Super Crop Safe Ltd.,2014,1.44,1.36,0.89,0.0334612432847274,27.0,1.0,5,1,84,1,5,10,10,8,8,14,15
241348,Super Crop Safe Ltd.,2015,4.07,2.71,0.6,0.1425813159067279,28.0,1.0,5,1,84,1,4,10,10,8,8,14,14
