year,Company,ProductGroup,NumCustomers,Spatial,NumPlants,SalesGrowth,TotalAsset,roa,FirmAge,PromoterOwn,Horizontal1
2012,Ramco Industries Ltd.,5.0,9.0,1.0,14.0,0.1864365548092386,10257.7,5.92,47.0,53.92,8.0
2013,Ramco Industries Ltd.,5.0,9.0,1.0,14.0,-0.1450881669476464,9581.2,-0.58,48.0,53.92,8.0
2014,Ramco Industries Ltd.,5.0,8.0,1.0,14.0,0.1039026795112656,10128.7,2.08,49.0,53.92,8.0
2010,Ramkrishna Forgings Ltd.,3.0,1.0,2.0,2.0,0.4539222407207912,4327.8,5.5,29.0,50.85,8.0
2011,Ramkrishna Forgings Ltd.,2.0,1.0,2.0,2.0,0.2266154744263326,4930.6,5.28,30.0,52.65,8.0
2012,Ramkrishna Forgings Ltd.,2.0,1.0,2.0,2.0,-0.1849133275978841,6266.5,1.9,31.0,52.43,8.0
2012,Rashtriya Chemicals & Fertilizers Ltd.,36.0,1.0,2.0,3.0,0.0586435811094312,58980.9,4.85,34.0,92.5,8.0
2015,Rashtriya Chemicals & Fertilizers Ltd.,23.0,1.0,3.0,3.0,-0.532252112881444,77683.0,1.92,37.0,80.0,8.0
2014,Raymond Ltd.,10.0,3.0,1.0,3.0,0.2116452640160711,35012.1,2.59,89.0,40.2,8.0
2013,Rushil Decor Ltd.,6.0,5.0,3.0,2.0,0.4220011458930151,3018.1,0.9,20.0,55.93,8.0
2014,Rushil Decor Ltd.,6.0,5.0,3.0,2.0,0.0846855426541153,2658.0,1.89,21.0,55.93,8.0
2014,S E L Manufacturing Co. Ltd.,5.0,29.0,1.0,7.0,-0.1977338450672316,56403.4,-1.62,14.0,15.78,8.0
2015,S E L Manufacturing Co. Ltd.,5.0,29.0,1.0,7.0,-0.165719150349868,54577.2,-1.86,15.0,21.81,8.0
2016,S E L Manufacturing Co. Ltd.,6.0,29.0,1.0,7.0,-0.1162474676329897,48921.7,-10.78,16.0,20.45,8.0
2010,Saint-Gobain Sekurit India Ltd.,5.0,1.0,3.0,1.0,0.1376096491228069,931.1,11.07,35.0,85.77,8.0
2013,Saint-Gobain Sekurit India Ltd.,3.0,2.0,3.0,1.0,-0.0466808371484631,1059.8,-0.05,38.0,75.0,8.0
2016,Shrenuj & Co. Ltd.,3.0,4.0,2.0,6.0,0.0,33454.5,-1.14,34.0,35.94,8.0
2011,Sterlite Technologies Ltd.,10.0,7.0,5.0,3.0,0.2106151448834328,28697.5,1.9,11.0,54.69,8.0
2016,Sterlite Technologies Ltd.,8.0,6.0,2.0,3.0,0.1157297232228016,28635.7,5.88,16.0,54.52,8.0
2010,Swelect Energy Systems Ltd.,5.0,6.0,1.0,3.0,0.1172626333275048,3580.6,12.29,16.0,63.18,8.0
2011,Tata Global Beverages Ltd.,7.0,2.0,4.0,2.0,0.1258130273221613,42047.4,8.29,49.0,35.24,8.0
2015,Tayo Rolls Ltd.,7.0,4.0,2.0,1.0,-0.103808,1700.8,-68.43,47.0,73.21,8.0
2016,Tayo Rolls Ltd.,7.0,4.0,2.0,1.0,-0.6669285153181461,1062.0,-66.23,48.0,73.21,8.0
2011,Ultratech Cement Ltd.,5.0,1.0,1.0,12.0,0.3781663490143636,230918.8,11.06,11.0,63.35,8.0
2013,United Spirits Ltd.,5.0,5.0,2.0,24.0,0.1018615912414628,111636.1,-6.85,14.0,37.29,8.0
2010,Vesuvius India Ltd.,4.0,26.0,4.0,3.0,0.2383801076807032,4890.7,10.48,19.0,55.57,8.0
2011,Vesuvius India Ltd.,4.0,26.0,4.0,3.0,0.2255523817524996,5219.5,10.79,20.0,55.57,8.0
2012,Vesuvius India Ltd.,3.0,27.0,4.0,3.0,0.0515158266353616,5876.6,9.98,21.0,55.57,8.0
2013,Vesuvius India Ltd.,3.0,28.0,4.0,3.0,0.0732271786430236,6686.5,10.41,22.0,55.57,8.0
2012,Voltas Ltd.,6.0,7.0,2.0,3.0,0.0789445879878207,41419.9,5.97,58.0,30.15,8.0
2014,Wabco India Ltd.,9.0,8.0,2.0,6.0,0.2126317185802995,11238.7,11.51,10.0,75.0,8.0
2016,Wabco India Ltd.,10.0,11.0,3.0,6.0,0.1301956906110459,17610.4,12.99,12.0,75.0,8.0
2015,Welspun Corp Ltd.,6.0,49.0,3.0,4.0,-0.2330975434698854,62368.5,-1.71,20.0,45.05,8.0
2016,Welspun India Ltd.,8.0,25.0,2.0,2.0,0.167080782028312,68529.9,11.99,31.0,73.48,8.0
2014,Wockhardt Ltd.,11.0,7.0,3.0,5.0,0.0455659991826726,47155.4,7.58,35.0,74.5,8.0
2012,Z F Steering Gear (India) Ltd.,7.0,1.0,3.0,1.0,-0.0989435712445245,3105.7,11.62,31.0,73.28,8.0
2013,Z F Steering Gear (India) Ltd.,7.0,4.0,3.0,1.0,-0.067343437231913,3123.3,10.35,32.0,73.66,8.0
2016,Z F Steering Gear (India) Ltd.,9.0,4.0,3.0,1.0,-0.0511418086623192,4680.9,11.76,35.0,73.66,8.0
2011,A B B India Ltd.,17.0,80.0,2.0,5.0,0.1708049692771893,66765.3,2.9,62.0,75.0,7.0
2010,A C C Ltd.,5.0,8.0,1.0,17.0,-0.0220238845779418,122387.3,8.68,74.0,48.21,7.0
2013,A Y M Syntex Ltd.,5.0,2.0,1.0,2.0,0.1577114247360593,4409.1,4.77,30.0,65.48,7.0
2014,A Y M Syntex Ltd.,5.0,3.0,1.0,2.0,-0.0674814582680455,4384.3,9.71,31.0,70.1,7.0
2010,Agro Tech Foods Ltd.,2.0,2.0,3.0,3.0,0.1068706990778514,2827.9,4.86,24.0,48.11,7.0
2011,Agro Tech Foods Ltd.,2.0,2.0,3.0,3.0,-0.0226289656323454,2886.9,12.5,25.0,51.77,7.0
2012,Agro Tech Foods Ltd.,2.0,2.0,3.0,3.0,0.1215704690346084,3351.4,13.42,26.0,51.77,7.0
2013,Agro Tech Foods Ltd.,2.0,2.0,3.0,3.0,-0.0324430628687432,3867.1,11.95,27.0,51.77,7.0
2015,Alok Industries Ltd.,15.0,27.0,5.0,9.0,-0.4687984298882993,367956.0,-12.9,29.0,37.17,7.0
2016,Alok Industries Ltd.,20.0,29.0,5.0,9.0,-0.3023761315908368,370385.7,-9.21,30.0,29.52,7.0
2015,Amara Raja Batteries Ltd.,7.0,45.0,4.0,2.0,0.1179009472586387,29770.8,17.7,30.0,52.06,7.0
2010,Anil Ltd.,5.0,5.0,1.0,1.0,0.3594841063053673,4950.8,9.27,17.0,68.85,7.0
2013,Aplab Ltd.,4.0,5.0,1.0,3.0,0.3482937192935864,1519.4,-0.13,49.0,58.96,7.0
2011,Apollo Tyres Ltd.,4.0,11.0,3.0,4.0,0.4827062079768485,63794.7,2.88,39.0,46.39,7.0
2015,Apollo Tyres Ltd.,4.0,4.0,3.0,4.0,-0.0282077498316846,88697.9,12.47,43.0,44.15,7.0
2011,Arvind Ltd.,11.0,4.0,2.0,2.0,0.3213609380917916,47699.0,7.68,80.0,43.38,7.0
2012,B A S F India Ltd.,9.0,5.0,5.0,6.0,0.1355165923406802,28494.4,4.92,69.0,73.33,7.0
2013,Balaji Amines Ltd.,4.0,82.0,2.0,3.0,0.1988572247398308,6501.3,5.72,25.0,54.34,7.0
2011,Biocon Ltd.,2.0,1.0,2.0,3.0,0.0019368947203999,28308.0,9.25,33.0,60.91,7.0
2010,Carborundum Universal Ltd.,9.0,1.0,2.0,14.0,0.2498705366728557,9547.5,10.83,56.0,42.27,7.0
2011,Carborundum Universal Ltd.,9.0,1.0,2.0,14.0,0.2147014834876106,10085.6,14.87,57.0,42.1,7.0
2011,Commercial Engineers & Body Builders Co. Ltd.,4.0,18.0,1.0,4.0,1.1992265635418056,4673.9,9.59,32.0,55.81,7.0
2014,Commercial Engineers & Body Builders Co. Ltd.,5.0,20.0,1.0,4.0,-0.1694924234396524,3389.2,-10.36,35.0,55.81,7.0
2015,Commercial Engineers & Body Builders Co. Ltd.,5.0,21.0,1.0,4.0,-0.0423604465709729,2584.2,-17.22,36.0,55.24,7.0
2012,Coromandel International Ltd.,10.0,2.0,5.0,15.0,-0.1195420616980794,74008.9,6.01,51.0,63.83,7.0
2010,Cummins India Ltd.,7.0,4.0,2.0,4.0,0.4057326260712202,29070.8,21.55,48.0,51.0,7.0
2011,Cummins India Ltd.,5.0,4.0,2.0,4.0,0.0286110754807189,31499.9,19.15,49.0,51.0,7.0
2012,Cummins India Ltd.,5.0,4.0,2.0,4.0,0.1109753249609457,36995.4,23.0,50.0,51.0,7.0
2012,Elantas Beck India Ltd.,5.0,8.0,3.0,2.0,0.0371556694426649,2570.1,11.22,56.0,88.55,7.0
2013,Elantas Beck India Ltd.,7.0,8.0,3.0,2.0,0.113390331913787,2026.2,13.72,57.0,78.39,7.0
2016,Elecon Engineering Co. Ltd.,7.0,11.0,2.0,1.0,-0.0660299159790512,20781.9,0.68,56.0,58.58,7.0
2011,Escorts Ltd.,14.0,4.0,3.0,2.0,0.1755012082296463,32452.3,2.37,67.0,27.67,7.0
2010,Essel Propack Ltd.,5.0,5.0,1.0,7.0,-0.0210331856929822,11657.4,3.76,28.0,59.12,7.0
2011,Essel Propack Ltd.,6.0,5.0,1.0,8.0,0.2044607129865405,13274.0,3.87,29.0,59.12,7.0
2012,Excel Industries Ltd.,9.0,6.0,1.0,3.0,0.2394108983799705,3375.0,4.32,52.0,41.29,7.0
2013,Excel Industries Ltd.,9.0,6.0,1.0,3.0,0.0856266932839013,3545.6,4.53,53.0,42.04,7.0
2014,Excel Industries Ltd.,9.0,7.0,1.0,3.0,0.163328298417285,3898.4,8.97,54.0,46.91,7.0
2015,Excel Industries Ltd.,8.0,7.0,1.0,3.0,-0.1024425125136426,4229.7,6.5,55.0,51.02,7.0
2015,Gillette India Ltd.,11.0,2.0,3.0,2.0,-0.0582744648804598,14321.0,14.75,31.0,75.0,7.0
2016,Glenmark Pharmaceuticals Ltd.,4.0,4.0,3.0,7.0,0.3050790897425151,163646.2,16.99,39.0,46.49,7.0
2011,Godrej Consumer Products Ltd.,4.0,5.0,4.0,9.0,0.2153222013170272,35888.8,14.28,11.0,67.28,7.0
2012,Greaves Cotton Ltd.,6.0,6.0,2.0,2.0,0.0890012143605925,14295.6,9.82,90.0,51.56,7.0
2012,H B L Power Systems Ltd.,18.0,3.0,1.0,7.0,0.0977818250545521,16880.4,0.85,26.0,73.67,7.0
2013,H B L Power Systems Ltd.,17.0,3.0,1.0,7.0,0.0746572340825142,17885.0,2.51,27.0,73.91,7.0
2014,Himatsingka Seide Ltd.,6.0,5.0,3.0,1.0,-0.4635021097046413,3691.7,-7.54,22.0,37.87,7.0
2016,Himatsingka Seide Ltd.,8.0,1.0,3.0,1.0,0.0594492579565926,3636.7,0.01,24.0,46.62,7.0
2011,Honda Siel Power Products Ltd.,10.0,9.0,2.0,1.0,0.2583841641543387,5045.5,6.27,26.0,67.67,7.0
2012,Honda Siel Power Products Ltd.,11.0,9.0,2.0,1.0,0.0371993685578977,5127.4,3.82,27.0,67.67,7.0
2011,Innoventive Industries Ltd.,3.0,17.0,1.0,2.0,0.0946010881527754,9382.3,8.62,20.0,45.2,7.0
2014,Innoventive Industries Ltd.,5.0,23.0,1.0,2.0,-0.094302696433749,11296.4,-17.66,23.0,45.4,7.0
2015,International Paper A P P M Ltd.,2.0,1.0,3.0,2.0,-0.0091718125681075,13364.4,-0.09,51.0,75.0,7.0
2016,International Paper A P P M Ltd.,3.0,1.0,3.0,2.0,0.0143974804409228,12722.1,4.27,52.0,75.0,7.0
2015,Ipca Laboratories Ltd.,8.0,7.0,2.0,13.0,-0.0894678824256558,39053.7,2.31,66.0,45.9,7.0
2016,Ipca Laboratories Ltd.,5.0,7.0,1.0,13.0,0.1104284174726029,40264.3,4.7,67.0,46.13,7.0
2011,J B M Auto Ltd.,6.0,6.0,1.0,7.0,0.1025224160015765,4314.6,1.77,15.0,61.99,7.0
2015,J B M Auto Ltd.,5.0,11.0,1.0,7.0,-0.0486340307361258,7232.3,3.59,19.0,61.98,7.0
2016,J B M Auto Ltd.,6.0,21.0,1.0,7.0,0.2037320047681634,7393.7,3.89,20.0,61.96,7.0
2014,J K Paper Ltd.,1.0,1.0,4.0,2.0,0.2440640530093871,36468.0,-0.71,54.0,54.05,7.0
2010,Jaiprakash Associates Ltd.,7.0,10.0,1.0,12.0,0.2900209879976081,376835.2,3.28,15.0,45.97,7.0
2011,Jaiprakash Associates Ltd.,6.0,9.0,2.0,12.0,-0.0175140734135391,408723.8,2.61,16.0,46.83,7.0
2015,Jay Bharat Maruti Ltd.,9.0,5.0,2.0,2.0,0.0034833760284092,6312.2,6.11,28.0,58.57,7.0
2016,Jay Bharat Maruti Ltd.,5.0,5.0,2.0,2.0,0.1701874763628506,8419.9,7.28,29.0,58.56,7.0
2014,Jay Ushin Ltd.,5.0,10.0,3.0,5.0,0.125447166691718,2884.5,0.86,28.0,68.59,7.0
2011,Jindal Stainless Ltd.,7.0,4.0,3.0,1.0,0.1581999675310945,162338.2,-0.71,31.0,39.52,7.0
2012,Jindal Stainless Ltd.,8.0,5.0,3.0,1.0,0.3091613258874566,176403.7,-4.88,32.0,39.08,7.0
2014,Jubilant Life Sciences Ltd.,7.0,7.0,3.0,5.0,-0.1259896259896259,52796.3,3.02,36.0,54.02,7.0
2011,Kesoram Industries Ltd.,11.0,3.0,2.0,5.0,-0.2633783154955793,138.4,-2.54,21.0,96.32,7.0
2012,Kesoram Industries Ltd.,12.0,5.0,2.0,5.0,1.802905874921036,275.8,0.92,22.0,96.35,7.0
2011,Kirloskar Electric Co. Ltd.,4.0,4.0,1.0,5.0,-0.0796298149074536,19786.5,1.39,91.0,62.87,7.0
2014,Kirloskar Electric Co. Ltd.,5.0,4.0,1.0,5.0,-0.0749466412499796,19765.8,0.31,94.0,63.33,7.0
2011,Lumax Auto Technologies Ltd.,14.0,9.0,1.0,9.0,0.2963955663511741,1848.2,12.97,30.0,51.44,7.0
2012,Lumax Auto Technologies Ltd.,14.0,9.0,1.0,9.0,0.0079038614778281,2393.0,10.36,31.0,51.44,7.0
2013,Lumax Auto Technologies Ltd.,14.0,14.0,1.0,9.0,0.0992307692307692,2964.1,5.48,32.0,55.67,7.0
2012,M S P Steel & Power Ltd.,16.0,7.0,1.0,1.0,0.3560419894225117,19831.5,1.06,44.0,71.9,7.0
2013,Marico Ltd.,6.0,2.0,5.0,9.0,0.0819618381840641,37340.7,15.93,25.0,59.69,7.0
2015,Minda Industries Ltd.,10.0,43.0,3.0,9.0,0.081560974299395,9622.9,8.07,23.0,70.89,7.0
2013,Morganite Crucible (India) Ltd.,2.0,9.0,2.0,1.0,-0.0138069388718432,821.5,11.17,28.0,75.0,7.0
2015,Moser Baer India Ltd.,12.0,2.0,4.0,2.0,-0.1888547985728705,22950.8,-29.87,32.0,36.46,7.0
2015,Motherson Sumi Systems Ltd.,9.0,58.0,4.0,14.0,0.0687160610809431,39037.0,15.63,29.0,65.61,7.0
2012,Mukand Ltd.,4.0,9.0,1.0,2.0,-0.174995973442617,52897.2,-6.29,75.0,57.16,7.0
2015,Multibase India Ltd.,10.0,4.0,4.0,1.0,0.1512309495896835,637.2,16.72,24.0,75.0,7.0
2012,Munjal Showa Ltd.,3.0,6.0,2.0,3.0,0.029783167074846,5342.5,11.94,27.0,65.02,7.0
2013,Munjal Showa Ltd.,3.0,6.0,2.0,3.0,0.0062124411239241,5773.2,12.04,28.0,65.02,7.0
2014,Munjal Showa Ltd.,3.0,6.0,2.0,3.0,0.0283339194198319,6159.2,12.27,29.0,65.02,7.0
2011,National Aluminium Co. Ltd.,5.0,1.0,1.0,2.0,0.0899905600519972,157477.7,4.64,30.0,87.15,7.0
2014,National Aluminium Co. Ltd.,5.0,1.0,1.0,2.0,0.1034409622415091,163840.9,7.26,33.0,80.93,7.0
2016,National Aluminium Co. Ltd.,8.0,1.0,1.0,2.0,0.1061553791705323,150529.0,4.24,35.0,74.58,7.0
2015,Omax Autos Ltd.,6.0,32.0,1.0,8.0,0.0244525387282221,5256.5,1.38,32.0,56.24,7.0
2010,Rajapalayam Mills Ltd.,4.0,6.0,1.0,3.0,0.2518612326348912,6528.5,4.36,74.0,49.38,7.0
2013,Ramco Cements Ltd.,6.0,9.0,1.0,18.0,-0.0170641885152386,68875.0,1.82,56.0,42.32,7.0
2015,Ramco Industries Ltd.,5.0,8.0,1.0,14.0,-0.0600490048159905,10513.4,3.16,50.0,53.92,7.0
2016,Ramco Industries Ltd.,7.0,8.0,1.0,14.0,-0.0023114261499345,11512.5,5.48,51.0,53.92,7.0
2013,Rashtriya Chemicals & Fertilizers Ltd.,35.0,1.0,2.0,3.0,-0.0277263339641106,56953.4,4.11,35.0,80.0,7.0
2011,Saint-Gobain Sekurit India Ltd.,5.0,1.0,3.0,1.0,0.1093975903614457,1065.5,7.15,36.0,85.77,7.0
2014,Southern Petrochemical Inds. Corpn. Ltd.,5.0,7.0,1.0,1.0,0.5549017282779471,13953.2,0.68,45.0,51.5,7.0
2015,Southern Petrochemical Inds. Corpn. Ltd.,6.0,5.0,1.0,1.0,-0.1219269229669313,16367.8,0.15,46.0,51.5,7.0
2016,Southern Petrochemical Inds. Corpn. Ltd.,9.0,5.0,1.0,1.0,-0.1843343737277785,12659.8,1.09,47.0,49.43,7.0
2012,Sundaram-Clayton Ltd.,2.0,4.0,3.0,4.0,0.0069472710453284,9561.6,3.72,50.0,80.0,7.0
2016,Super Sales India Ltd.,10.0,4.0,1.0,6.0,0.0199759429504253,2980.7,6.21,35.0,57.86,7.0
2012,Suryalakshmi Cotton Mills Ltd.,6.0,25.0,3.0,4.0,0.0584726415789085,6605.4,5.13,50.0,64.22,7.0
2010,Sutlej Textiles & Inds. Ltd.,11.0,25.0,3.0,2.0,0.3669627838964069,12068.1,9.25,5.0,64.08,7.0
2011,Sutlej Textiles & Inds. Ltd.,9.0,26.0,3.0,2.0,-0.0285362716727263,11545.6,2.02,6.0,63.83,7.0
2012,Sutlej Textiles & Inds. Ltd.,8.0,31.0,3.0,2.0,0.0949977404222548,11590.2,6.09,7.0,63.83,7.0
2013,Sutlej Textiles & Inds. Ltd.,7.0,25.0,3.0,2.0,0.1103677180092306,12842.3,10.78,8.0,63.83,7.0
2014,Sutlej Textiles & Inds. Ltd.,9.0,23.0,3.0,3.0,-0.0099831955648853,13531.6,7.14,9.0,63.83,7.0
2015,Sutlej Textiles & Inds. Ltd.,11.0,23.0,3.0,3.0,0.0967088634368686,17704.0,8.81,10.0,63.83,7.0
2016,Sutlej Textiles & Inds. Ltd.,4.0,23.0,3.0,3.0,0.1081903347588995,22365.8,7.57,11.0,63.9,7.0
2013,Swelect Energy Systems Ltd.,6.0,5.0,2.0,3.0,0.2021105758201422,7843.5,3.32,19.0,65.29,7.0
2015,Swelect Energy Systems Ltd.,10.0,5.0,2.0,3.0,2.8059248891999067,7633.1,1.44,21.0,64.33,7.0
2016,Swelect Energy Systems Ltd.,8.0,5.0,2.0,3.0,0.0422284873743565,8191.8,3.67,22.0,64.21,7.0
2014,Tayo Rolls Ltd.,7.0,5.0,2.0,1.0,-0.0620685515337056,2921.1,-20.21,46.0,73.21,7.0
2015,Titan Company Ltd.,11.0,13.0,4.0,8.0,-0.0696448183796037,80766.2,9.69,31.0,53.05,7.0
2016,Titan Company Ltd.,11.0,34.0,4.0,8.0,0.1705020449547876,83911.3,9.35,32.0,53.05,7.0
2015,U P L Ltd.,8.0,1.0,3.0,7.0,0.1121939008144763,119680.0,3.27,30.0,29.8,7.0
2016,U P L Ltd.,7.0,1.0,3.0,7.0,0.1622186495176849,114870.0,1.64,31.0,30.27,7.0
2011,United Breweries Ltd.,6.0,2.0,2.0,12.0,0.2599044413074167,33099.9,3.14,12.0,74.75,7.0
2012,United Breweries Ltd.,5.0,2.0,2.0,12.0,0.125950875934931,37671.2,4.08,13.0,74.82,7.0
2016,United Breweries Ltd.,5.0,2.0,3.0,12.0,0.06101244813278,45654.0,4.67,17.0,73.87,7.0
2011,Universal Cables Ltd.,6.0,8.0,2.0,2.0,0.1678970608527665,4711.1,-3.4,66.0,52.92,7.0
2012,Universal Cables Ltd.,6.0,8.0,2.0,2.0,0.0158765322699749,5945.2,-0.87,67.0,52.92,7.0
2013,Universal Cables Ltd.,6.0,3.0,2.0,2.0,-0.0119793559642363,6193.2,-7.18,68.0,52.55,7.0
2011,Voltas Ltd.,6.0,9.0,2.0,3.0,0.0046046753086348,38444.7,7.83,57.0,30.32,7.0
2012,Wabco India Ltd.,10.0,4.0,2.0,6.0,-0.069118147769833,8055.0,17.56,8.0,75.0,7.0
2013,Wabco India Ltd.,10.0,4.0,2.0,6.0,0.1312156509669311,9673.7,12.99,9.0,75.0,7.0
2012,Welspun India Ltd.,12.0,8.0,3.0,2.0,0.1608600266558846,34899.5,-0.92,27.0,67.61,7.0
2014,Welspun India Ltd.,7.0,11.0,2.0,2.0,0.2693581044106381,51295.1,10.89,29.0,73.31,7.0
2012,Whirlpool Of India Ltd.,7.0,2.0,4.0,3.0,0.0881428940442199,13977.7,9.38,52.0,75.0,7.0
2013,Whirlpool Of India Ltd.,7.0,2.0,4.0,3.0,0.0105476230957017,15825.4,8.12,53.0,75.0,7.0
2016,Whirlpool Of India Ltd.,4.0,2.0,4.0,3.0,0.1413465317035709,29838.9,11.87,56.0,75.0,7.0
2014,Z F Steering Gear (India) Ltd.,6.0,4.0,3.0,1.0,0.1354898053043078,3393.1,10.33,33.0,73.66,7.0
2015,Z F Steering Gear (India) Ltd.,6.0,4.0,3.0,1.0,0.155235729329805,3787.8,12.59,34.0,73.66,7.0
2010,A B B India Ltd.,17.0,105.0,2.0,5.0,0.0189096557429635,60502.9,1.14,61.0,75.0,6.0
2012,A B B India Ltd.,8.0,85.0,2.0,5.0,0.0326931934855498,85908.8,1.78,63.0,75.0,6.0
2013,A B B India Ltd.,8.0,85.0,2.0,7.0,0.0212312928899276,93511.1,2.02,64.0,75.0,6.0
2016,A B B India Ltd.,8.0,102.0,4.0,7.0,0.0591440137474483,84740.6,3.56,67.0,75.0,6.0
2011,A C C Ltd.,5.0,8.0,1.0,17.0,0.2201459121483886,121652.6,8.05,75.0,50.3,6.0
2014,Ador Welding Ltd.,4.0,5.0,2.0,4.0,0.0494501439220607,3196.8,0.86,63.0,56.69,6.0
2015,Ador Welding Ltd.,8.0,5.0,2.0,4.0,0.0575755444592915,3751.7,7.04,64.0,56.69,6.0
2013,Alok Industries Ltd.,15.0,8.0,5.0,9.0,0.0,257494.9,3.53,27.0,38.66,6.0
2011,Ambuja Cements Ltd.,3.0,1.0,1.0,16.0,0.1638162635998215,116317.4,10.43,30.0,50.29,6.0
2013,Ambuja Cements Ltd.,5.0,1.0,2.0,16.0,-0.057168403090125,131007.2,7.19,32.0,50.48,6.0
2015,Amtek Auto Ltd.,4.0,82.0,3.0,11.0,-0.0514088713841667,164683.1,-1.84,27.0,49.98,6.0
2016,Amtek Auto Ltd.,4.0,82.0,3.0,11.0,-0.4781485652074139,163470.3,-12.41,28.0,47.42,6.0
2010,Aplab Ltd.,6.0,5.0,1.0,3.0,0.1645038540345398,1138.0,0.84,46.0,56.96,6.0
2011,Aplab Ltd.,2.0,6.0,1.0,3.0,-0.1606200251361542,1195.1,0.16,47.0,57.06,6.0
2012,Aplab Ltd.,4.0,6.0,1.0,3.0,-0.2482531443401876,1316.1,-4.02,48.0,58.96,6.0
2015,Aplab Ltd.,4.0,5.0,1.0,3.0,-0.0259000259000259,1316.5,-13.74,51.0,58.96,6.0
2016,Aplab Ltd.,5.0,4.0,1.0,3.0,0.0271204466897101,1271.0,-11.16,52.0,58.96,6.0
2010,Apollo Tyres Ltd.,4.0,11.0,2.0,4.0,0.1078116526806312,58032.5,3.45,38.0,39.81,6.0
2012,Asahi India Glass Ltd.,4.0,9.0,4.0,4.0,0.1750573642001953,24286.9,-3.99,28.0,55.16,6.0
2013,Asian Electronics Ltd.,6.0,7.0,2.0,3.0,0.0,5466.6,-2.47,49.0,8.38,6.0
2014,Automotive Axles Ltd.,5.0,13.0,2.0,3.0,0.0553901937439118,5743.4,3.42,33.0,71.04,6.0
2013,B A S F India Ltd.,9.0,5.0,5.0,6.0,0.14537748843342,41558.5,4.09,70.0,73.33,6.0
2014,B A S F India Ltd.,8.0,4.0,4.0,7.0,0.0482157797471112,43648.7,-2.35,71.0,73.33,6.0
2015,B A S F India Ltd.,8.0,7.0,4.0,7.0,0.0113117113866259,39377.5,-4.95,72.0,73.33,6.0
2010,Ballarpur Industries Ltd.,2.0,2.0,3.0,2.0,0.0023499097235453,30724.2,0.92,65.0,49.4,6.0
2011,Ballarpur Industries Ltd.,3.0,2.0,3.0,2.0,0.0413664506318114,27573.7,0.22,66.0,49.42,6.0
2012,Ballarpur Industries Ltd.,4.0,2.0,4.0,2.0,-0.096474453696782,28691.9,1.18,67.0,49.42,6.0
2010,Bedmutha Industries Ltd.,6.0,18.0,1.0,2.0,0.2506575801052129,2065.2,1.51,20.0,56.66,6.0
2011,Bedmutha Industries Ltd.,11.0,18.0,1.0,2.0,0.0994216337651163,2401.8,-0.3,21.0,56.68,6.0
2012,Bedmutha Industries Ltd.,11.0,18.0,1.0,2.0,0.0418677448806574,3348.6,0.87,22.0,63.48,6.0
2013,Bedmutha Industries Ltd.,11.0,18.0,1.0,2.0,0.0035469871473876,4265.0,-0.87,23.0,66.51,6.0
2014,Bedmutha Industries Ltd.,13.0,18.0,1.0,2.0,0.4605181088610752,5553.1,-1.72,24.0,67.83,6.0
2015,Bedmutha Industries Ltd.,16.0,18.0,1.0,2.0,0.54956724746612,6092.5,-6.87,25.0,68.17,6.0
2016,Bedmutha Industries Ltd.,20.0,18.0,1.0,2.0,0.414151064728903,6663.9,-5.69,26.0,72.48,6.0
2011,Berger Paints India Ltd.,2.0,4.0,3.0,9.0,0.2629963585919888,15126.6,12.98,88.0,75.57,6.0
2012,Berger Paints India Ltd.,2.0,4.0,3.0,9.0,0.1482591265428285,18392.3,12.53,89.0,75.54,6.0
2013,Berger Paints India Ltd.,2.0,4.0,3.0,9.0,0.1223071473622223,21613.2,11.72,90.0,74.96,6.0
2015,Berger Paints India Ltd.,4.0,6.0,2.0,11.0,0.017476576991694,25164.6,13.63,92.0,74.97,6.0
2016,Berger Paints India Ltd.,4.0,6.0,2.0,11.0,0.0969853062418861,37051.0,12.4,93.0,74.99,6.0
2015,Bimetal Bearings Ltd.,4.0,7.0,2.0,4.0,-0.0613685002024408,2320.2,1.17,54.0,74.88,6.0
2012,Carborundum Universal Ltd.,9.0,1.0,2.0,14.0,-0.0114390775527861,10300.5,7.12,58.0,42.21,6.0
2011,Castrol India Ltd.,4.0,24.0,5.0,3.0,0.1012634991552818,14024.7,33.35,32.0,71.03,6.0
2013,Castrol India Ltd.,4.0,15.0,3.0,3.0,0.02580843608741,16224.7,29.61,34.0,71.03,6.0
2011,Ceat Ltd.,3.0,1.0,4.0,4.0,0.2764495914967875,30858.2,0.27,53.0,51.29,6.0
2012,Ceat Ltd.,3.0,1.0,4.0,4.0,0.1081497039973817,31230.8,3.61,54.0,52.87,6.0
2015,Ceat Ltd.,4.0,2.0,6.0,4.0,-0.002315369652026,39519.3,11.57,57.0,50.77,6.0
2016,Ceat Ltd.,4.0,2.0,6.0,4.0,0.0421312919511074,47179.2,8.49,58.0,50.77,6.0
2013,Century Extrusions Ltd.,3.0,1.0,2.0,1.0,0.0672523327377407,981.9,-0.89,25.0,52.04,6.0
2014,Century Extrusions Ltd.,3.0,1.0,2.0,1.0,-0.0861740222294564,958.4,1.54,26.0,52.04,6.0
2016,Clariant Chemicals (India) Ltd.,4.0,2.0,5.0,7.0,-0.1366666937363466,9419.2,2.63,60.0,51.0,6.0
